# time(s) x(m) y(m) z(m) V(m/s) Mach Cd
0.000000 0.000000 0.000000 0.000000 220.400000 0.647679 0.127361
0.010000 0.421443 0.000000 2.162604 220.257313 0.647275 0.127368
0.020000 0.842796 0.000000 4.323773 220.114694 0.646872 0.127375
0.030000 1.264062 0.000000 6.483505 219.972144 0.646468 0.127382
0.040000 1.685238 0.000000 8.641804 219.829663 0.646065 0.127389
0.050000 2.106326 0.000000 10.798668 219.687250 0.645663 0.127396
0.060000 2.527326 0.000000 12.954098 219.544906 0.645260 0.127403
0.070000 2.948237 0.000000 15.108096 219.402630 0.644857 0.127410
0.080000 3.369060 0.000000 17.260662 219.260422 0.644455 0.127417
0.090000 3.789795 0.000000 19.411796 219.118282 0.644053 0.127424
0.100000 4.210442 0.000000 21.561500 218.976211 0.643651 0.127431
0.110000 4.631001 0.000000 23.709773 218.834207 0.643249 0.127437
0.120000 5.051472 0.000000 25.856618 218.692272 0.642848 0.127444
0.130000 5.471855 0.000000 28.002033 218.550404 0.642446 0.127451
0.140000 5.892151 0.000000 30.146020 218.408604 0.642045 0.127458
0.150000 6.312359 0.000000 32.288580 218.266872 0.641644 0.127464
0.160000 6.732479 0.000000 34.429712 218.125208 0.641243 0.127471
0.170000 7.152512 0.000000 36.569419 217.983611 0.640842 0.127478
0.180000 7.572458 0.000000 38.707700 217.842081 0.640441 0.127484
0.190000 7.992316 0.000000 40.844556 217.700619 0.640041 0.127491
0.200000 8.412087 0.000000 42.979989 217.559225 0.639641 0.127497
0.210000 8.831771 0.000000 45.113997 217.417897 0.639240 0.127504
0.220000 9.251369 0.000000 47.246583 217.276637 0.638841 0.127510
0.230000 9.670879 0.000000 49.377746 217.135444 0.638441 0.127517
0.240000 10.090302 0.000000 51.507488 216.994318 0.638041 0.127523
0.250000 10.509639 0.000000 53.635809 216.853259 0.637642 0.127529
0.260000 10.928889 0.000000 55.762709 216.712266 0.637242 0.127536
0.270000 11.348052 0.000000 57.888190 216.571341 0.636843 0.127542
0.280000 11.767129 0.000000 60.012252 216.430482 0.636444 0.127548
0.290000 12.186120 0.000000 62.134895 216.289690 0.636046 0.127555
0.300000 12.605024 0.000000 64.256121 216.148964 0.635647 0.127561
0.310000 13.023843 0.000000 66.375930 216.008305 0.635249 0.127567
0.320000 13.442575 0.000000 68.494322 215.867712 0.634850 0.127573
0.330000 13.861221 0.000000 70.611298 215.727186 0.634452 0.127579
0.340000 14.279781 0.000000 72.726860 215.586726 0.634054 0.127585
0.350000 14.698255 0.000000 74.841006 215.446332 0.633657 0.127592
0.360000 15.116643 0.000000 76.953739 215.306004 0.633259 0.127598
0.370000 15.534946 0.000000 79.065059 215.165743 0.632861 0.127604
0.380000 15.953163 0.000000 81.174966 215.025547 0.632464 0.127610
0.390000 16.371295 0.000000 83.283461 214.885417 0.632067 0.127615
0.400000 16.789341 0.000000 85.390545 214.745353 0.631670 0.127621
0.410000 17.207302 0.000000 87.496218 214.605354 0.631273 0.127627
0.420000 17.625178 0.000000 89.600481 214.465421 0.630877 0.127633
0.430000 18.042968 0.000000 91.703335 214.325554 0.630480 0.127639
0.440000 18.460674 0.000000 93.804779 214.185752 0.630084 0.127645
0.450000 18.878294 0.000000 95.904816 214.046016 0.629688 0.127651
0.460000 19.295829 0.000000 98.003445 213.906345 0.629292 0.127656
0.470000 19.713280 0.000000 100.100668 213.766740 0.628896 0.127662
0.480000 20.130646 0.000000 102.196484 213.627199 0.628500 0.127668
0.490000 20.547927 0.000000 104.290894 213.487724 0.628105 0.127674
0.500000 20.965124 0.000000 106.383900 213.348313 0.627710 0.127679
0.510000 21.382236 0.000000 108.475501 213.208968 0.627315 0.127685
0.520000 21.799264 0.000000 110.565698 213.069688 0.626920 0.127690
0.530000 22.216208 0.000000 112.654492 212.930472 0.626525 0.127696
0.540000 22.633067 0.000000 114.741884 212.791321 0.626130 0.127701
0.550000 23.049842 0.000000 116.827874 212.652235 0.625736 0.127707
0.560000 23.466534 0.000000 118.912462 212.513213 0.625341 0.127712
0.570000 23.883141 0.000000 120.995650 212.374256 0.624947 0.127718
0.580000 24.299664 0.000000 123.077438 212.235363 0.624553 0.127723
0.590000 24.716104 0.000000 125.157827 212.096535 0.624159 0.127729
0.600000 25.132459 0.000000 127.236817 211.957771 0.623766 0.127734
0.610000 25.548732 0.000000 129.314409 211.819071 0.623372 0.127740
0.620000 25.964920 0.000000 131.390603 211.680435 0.622979 0.127745
0.630000 26.381026 0.000000 133.465400 211.541863 0.622585 0.127750
0.640000 26.797047 0.000000 135.538801 211.403356 0.622192 0.127756
0.650000 27.212986 0.000000 137.610807 211.264912 0.621800 0.127761
0.660000 27.628841 0.000000 139.681417 211.126532 0.621407 0.127766
0.670000 28.044614 0.000000 141.750633 210.988216 0.621014 0.127771
0.680000 28.460303 0.000000 143.818455 210.849963 0.620622 0.127776
0.690000 28.875909 0.000000 145.884884 210.711775 0.620230 0.127782
0.700000 29.291432 0.000000 147.949921 210.573649 0.619837 0.127787
0.710000 29.706873 0.000000 150.013565 210.435587 0.619446 0.127792
0.720000 30.122231 0.000000 152.075818 210.297589 0.619054 0.127797
0.730000 30.537506 0.000000 154.136680 210.159654 0.618662 0.127802
0.740000 30.952699 0.000000 156.196153 210.021782 0.618271 0.127807
0.750000 31.367809 0.000000 158.254235 209.883973 0.617879 0.127812
0.760000 31.782837 0.000000 160.310929 209.746227 0.617488 0.127817
0.770000 32.197783 0.000000 162.366234 209.608545 0.617097 0.127822
0.780000 32.612646 0.000000 164.420152 209.470925 0.616707 0.127827
0.790000 33.027428 0.000000 166.472683 209.333368 0.616316 0.127832
0.800000 33.442127 0.000000 168.523827 209.195874 0.615925 0.127837
0.810000 33.856744 0.000000 170.573585 209.058443 0.615535 0.127842
0.820000 34.271280 0.000000 172.621958 208.921074 0.615145 0.127847
0.830000 34.685734 0.000000 174.668947 208.783768 0.614755 0.127851
0.840000 35.100106 0.000000 176.714551 208.646525 0.614365 0.127856
0.850000 35.514396 0.000000 178.758772 208.509343 0.613975 0.127861
0.860000 35.928605 0.000000 180.801610 208.372225 0.613586 0.127866
0.870000 36.342732 0.000000 182.843065 208.235168 0.613196 0.127871
0.880000 36.756779 0.000000 184.883139 208.098174 0.612807 0.127875
0.890000 37.170743 0.000000 186.921832 207.961242 0.612418 0.127880
0.900000 37.584627 0.000000 188.959145 207.824372 0.612029 0.127885
0.910000 37.998429 0.000000 190.995077 207.687563 0.611640 0.127889
0.920000 38.412151 0.000000 193.029631 207.550817 0.611251 0.127894
0.930000 38.825791 0.000000 195.062805 207.414133 0.610863 0.127899
0.940000 39.239351 0.000000 197.094602 207.277510 0.610475 0.127903
0.950000 39.652830 0.000000 199.125021 207.140949 0.610087 0.127908
0.960000 40.066228 0.000000 201.154063 207.004450 0.609699 0.127912
0.970000 40.479545 0.000000 203.181729 206.868012 0.609311 0.127917
0.980000 40.892782 0.000000 205.208019 206.731636 0.608923 0.127922
0.990000 41.305939 0.000000 207.232934 206.595321 0.608535 0.127926
1.000000 41.719015 0.000000 209.256475 206.459068 0.608148 0.127931
1.010000 42.132011 0.000000 211.278641 206.322875 0.607761 0.127935
1.020000 42.544926 0.000000 213.299434 206.186744 0.607374 0.127939
1.030000 42.957762 0.000000 215.318855 206.050674 0.606987 0.127944
1.040000 43.370517 0.000000 217.336903 205.914665 0.606600 0.127948
1.050000 43.783193 0.000000 219.353580 205.778717 0.606213 0.127953
1.060000 44.195788 0.000000 221.368885 205.642830 0.605827 0.127957
1.070000 44.608304 0.000000 223.382821 205.507004 0.605441 0.127961
1.080000 45.020740 0.000000 225.395386 205.371239 0.605054 0.127966
1.090000 45.433096 0.000000 227.406582 205.235534 0.604668 0.127970
1.100000 45.845373 0.000000 229.416410 205.099890 0.604282 0.127974
1.110000 46.257570 0.000000 231.424869 204.964306 0.603897 0.127979
1.120000 46.669688 0.000000 233.431961 204.828783 0.603511 0.127983
1.130000 47.081726 0.000000 235.437686 204.693320 0.603126 0.127987
1.140000 47.493686 0.000000 237.442045 204.557918 0.602741 0.127991
1.150000 47.905566 0.000000 239.445038 204.422575 0.602355 0.127996
1.160000 48.317367 0.000000 241.446666 204.287293 0.601970 0.128000
1.170000 48.729089 0.000000 243.446929 204.152071 0.601586 0.128004
1.180000 49.140732 0.000000 245.445828 204.016909 0.601201 0.128008
1.190000 49.552296 0.000000 247.443363 203.881807 0.600816 0.128012
1.200000 49.963782 0.000000 249.439536 203.746765 0.600432 0.128016
1.210000 50.375188 0.000000 251.434347 203.611783 0.600048 0.128020
1.220000 50.786517 0.000000 253.427796 203.476861 0.599664 0.128025
1.230000 51.197766 0.000000 255.419883 203.341998 0.599280 0.128029
1.240000 51.608937 0.000000 257.410610 203.207195 0.598896 0.128033
1.250000 52.020030 0.000000 259.399977 203.072451 0.598513 0.128037
1.260000 52.431045 0.000000 261.387985 202.937767 0.598129 0.128041
1.270000 52.841981 0.000000 263.374634 202.803142 0.597746 0.128045
1.280000 53.252839 0.000000 265.359924 202.668577 0.597363 0.128049
1.290000 53.663619 0.000000 267.343857 202.534070 0.596980 0.128053
1.300000 54.074321 0.000000 269.326432 202.399623 0.596597 0.128057
1.310000 54.484946 0.000000 271.307651 202.265236 0.596214 0.128061
1.320000 54.895492 0.000000 273.287514 202.130907 0.595831 0.128065
1.330000 55.305961 0.000000 275.266022 201.996637 0.595449 0.128068
1.340000 55.716352 0.000000 277.243175 201.862426 0.595067 0.128072
1.350000 56.126665 0.000000 279.218973 201.728274 0.594685 0.128076
1.360000 56.536901 0.000000 281.193417 201.594180 0.594303 0.128080
1.370000 56.947060 0.000000 283.166509 201.460146 0.593921 0.128084
1.380000 57.357141 0.000000 285.138247 201.326169 0.593539 0.128088
1.390000 57.767145 0.000000 287.108634 201.192252 0.593158 0.128092
1.400000 58.177072 0.000000 289.077669 201.058393 0.592776 0.128095
1.410000 58.586922 0.000000 291.045353 200.924592 0.592395 0.128099
1.420000 58.996694 0.000000 293.011687 200.790850 0.592014 0.128103
1.430000 59.406390 0.000000 294.976671 200.657166 0.591633 0.128107
1.440000 59.816009 0.000000 296.940306 200.523540 0.591252 0.128110
1.450000 60.225551 0.000000 298.902592 200.389972 0.590871 0.128114
1.460000 60.635016 0.000000 300.863530 200.256463 0.590491 0.128118
1.470000 61.044405 0.000000 302.823120 200.123011 0.590111 0.128122
1.480000 61.453717 0.000000 304.781363 199.989617 0.589730 0.128125
1.490000 61.862952 0.000000 306.738260 199.856282 0.589350 0.128129
1.500000 62.272112 0.000000 308.693811 199.723004 0.588970 0.128133
1.510000 62.681194 0.000000 310.648016 199.589783 0.588590 0.128136
1.520000 63.090201 0.000000 312.600876 199.456621 0.588211 0.128140
1.530000 63.499132 0.000000 314.552393 199.323516 0.587831 0.128144
1.540000 63.907986 0.000000 316.502565 199.190468 0.587452 0.128147
1.550000 64.316764 0.000000 318.451394 199.057478 0.587073 0.128151
1.560000 64.725467 0.000000 320.398881 198.924545 0.586694 0.128154
1.570000 65.134093 0.000000 322.345026 198.791670 0.586315 0.128158
1.580000 65.542644 0.000000 324.289829 198.658851 0.585936 0.128162
1.590000 65.951119 0.000000 326.233291 198.526090 0.585557 0.128165
1.600000 66.359518 0.000000 328.175413 198.393386 0.585179 0.128169
1.610000 66.767842 0.000000 330.116194 198.260739 0.584800 0.128172
1.620000 67.176090 0.000000 332.055637 198.128150 0.584422 0.128176
1.630000 67.584263 0.000000 333.993740 197.995616 0.584044 0.128179
1.640000 67.992361 0.000000 335.930506 197.863140 0.583666 0.128183
1.650000 68.400383 0.000000 337.865933 197.730721 0.583288 0.128186
1.660000 68.808330 0.000000 339.800024 197.598358 0.582911 0.128190
1.670000 69.216202 0.000000 341.732778 197.466052 0.582533 0.128193
1.680000 69.624000 0.000000 343.664195 197.333802 0.582156 0.128196
1.690000 70.031722 0.000000 345.594278 197.201609 0.581779 0.128200
1.700000 70.439369 0.000000 347.523025 197.069473 0.581402 0.128203
1.710000 70.846941 0.000000 349.450438 196.937392 0.581025 0.128207
1.720000 71.254439 0.000000 351.376516 196.805368 0.580648 0.128210
1.730000 71.661862 0.000000 353.301262 196.673400 0.580271 0.128214
1.740000 72.069211 0.000000 355.224674 196.541489 0.579895 0.128217
1.750000 72.476484 0.000000 357.146754 196.409633 0.579518 0.128220
1.760000 72.883684 0.000000 359.067503 196.277834 0.579142 0.128224
1.770000 73.290809 0.000000 360.986920 196.146090 0.578766 0.128227
1.780000 73.697860 0.000000 362.905006 196.014402 0.578390 0.128230
1.790000 74.104837 0.000000 364.821763 195.882770 0.578014 0.128234
1.800000 74.511740 0.000000 366.737189 195.751194 0.577639 0.128237
1.810000 74.918568 0.000000 368.651287 195.619674 0.577263 0.128240
1.820000 75.325323 0.000000 370.564056 195.488209 0.576888 0.128244
1.830000 75.732004 0.000000 372.475497 195.356800 0.576512 0.128247
1.840000 76.138611 0.000000 374.385610 195.225446 0.576137 0.128250
1.850000 76.545144 0.000000 376.294396 195.094148 0.575762 0.128253
1.860000 76.951603 0.000000 378.201856 194.962905 0.575387 0.128257
1.870000 77.357989 0.000000 380.107990 194.831717 0.575013 0.128260
1.880000 77.764302 0.000000 382.012798 194.700584 0.574638 0.128263
1.890000 78.170541 0.000000 383.916282 194.569507 0.574264 0.128266
1.900000 78.576706 0.000000 385.818441 194.438485 0.573889 0.128270
1.910000 78.982798 0.000000 387.719277 194.307517 0.573515 0.128273
1.920000 79.388818 0.000000 389.618789 194.176605 0.573141 0.128276
1.930000 79.794763 0.000000 391.516978 194.045748 0.572767 0.128279
1.940000 80.200636 0.000000 393.413845 193.914945 0.572394 0.128282
1.950000 80.606436 0.000000 395.309390 193.784197 0.572020 0.128286
1.960000 81.012163 0.000000 397.203614 193.653504 0.571647 0.128289
1.970000 81.417817 0.000000 399.096518 193.522866 0.571273 0.128292
1.980000 81.823398 0.000000 400.988101 193.392282 0.570900 0.128295
1.990000 82.228907 0.000000 402.878365 193.261752 0.570527 0.128298
2.000000 82.634343 0.000000 404.767309 193.131277 0.570154 0.128301
2.010000 83.039706 0.000000 406.654935 193.000857 0.569781 0.128304
2.020000 83.444997 0.000000 408.541242 192.870490 0.569409 0.128308
2.030000 83.850216 0.000000 410.426232 192.740178 0.569036 0.128311
2.040000 84.255362 0.000000 412.309905 192.609920 0.568664 0.128314
2.050000 84.660436 0.000000 414.192262 192.479716 0.568292 0.128317
2.060000 85.065438 0.000000 416.073302 192.349567 0.567920 0.128320
2.070000 85.470367 0.000000 417.953027 192.219471 0.567548 0.128323
2.080000 85.875225 0.000000 419.831437 192.089429 0.567176 0.128326
2.090000 86.280010 0.000000 421.708532 191.959441 0.566804 0.128329
2.100000 86.684724 0.000000 423.584313 191.829507 0.566432 0.128332
2.110000 87.089366 0.000000 425.458781 191.699626 0.566061 0.128335
2.120000 87.493936 0.000000 427.331936 191.569799 0.565690 0.128338
2.130000 87.898434 0.000000 429.203778 191.440026 0.565319 0.128342
2.140000 88.302861 0.000000 431.074309 191.310306 0.564948 0.128345
2.150000 88.707216 0.000000 432.943528 191.180640 0.564577 0.128348
2.160000 89.111500 0.000000 434.811436 191.051027 0.564206 0.128351
2.170000 89.515713 0.000000 436.678034 190.921467 0.563835 0.128354
2.180000 89.919854 0.000000 438.543321 190.791961 0.563465 0.128357
2.190000 90.323924 0.000000 440.407300 190.662508 0.563094 0.128360
2.200000 90.727922 0.000000 442.269969 190.533108 0.562724 0.128363
2.210000 91.131850 0.000000 444.131330 190.403761 0.562354 0.128366
2.220000 91.535706 0.000000 445.991383 190.274467 0.561984 0.128369
2.230000 91.939492 0.000000 447.850129 190.145226 0.561614 0.128372
2.240000 92.343207 0.000000 449.707568 190.016038 0.561245 0.128375
2.250000 92.746851 0.000000 451.563700 189.886903 0.560875 0.128378
2.260000 93.150424 0.000000 453.418527 189.757821 0.560506 0.128381
2.270000 93.553926 0.000000 455.272048 189.628791 0.560136 0.128384
2.280000 93.957358 0.000000 457.124264 189.499814 0.559767 0.128387
2.290000 94.360719 0.000000 458.975176 189.370890 0.559398 0.128390
2.300000 94.764010 0.000000 460.824784 189.242018 0.559029 0.128393
2.310000 95.167231 0.000000 462.673089 189.113198 0.558661 0.128395
2.320000 95.570381 0.000000 464.520090 188.984431 0.558292 0.128398
2.330000 95.973461 0.000000 466.365789 188.855716 0.557923 0.128401
2.340000 96.376471 0.000000 468.210187 188.727054 0.557555 0.128404
2.350000 96.779410 0.000000 470.053283 188.598443 0.557187 0.128407
2.360000 97.182280 0.000000 471.895078 188.469885 0.556819 0.128410
2.370000 97.585080 0.000000 473.735573 188.341379 0.556451 0.128413
2.380000 97.987809 0.000000 475.574767 188.212925 0.556083 0.128416
2.390000 98.390469 0.000000 477.412662 188.084523 0.555715 0.128419
2.400000 98.793060 0.000000 479.249259 187.956173 0.555347 0.128422
2.410000 99.195580 0.000000 481.084557 187.827874 0.554980 0.128425
2.420000 99.598031 0.000000 482.918557 187.699627 0.554613 0.128428
2.430000 100.000412 0.000000 484.751259 187.571433 0.554245 0.128431
2.440000 100.402724 0.000000 486.582665 187.443289 0.553878 0.128434
2.450000 100.804967 0.000000 488.412774 187.315197 0.553511 0.128436
2.460000 101.207140 0.000000 490.241586 187.187157 0.553145 0.128439
2.470000 101.609244 0.000000 492.069104 187.059168 0.552778 0.128442
2.480000 102.011279 0.000000 493.895326 186.931231 0.552411 0.128445
2.490000 102.413244 0.000000 495.720254 186.803345 0.552045 0.128448
2.500000 102.815141 0.000000 497.543888 186.675510 0.551679 0.128451
2.510000 103.216968 0.000000 499.366228 186.547727 0.551312 0.128454
2.520000 103.618727 0.000000 501.187276 186.419994 0.550946 0.128457
2.530000 104.020417 0.000000 503.007030 186.292313 0.550580 0.128460
2.540000 104.422038 0.000000 504.825493 186.164683 0.550215 0.128462
2.550000 104.823590 0.000000 506.642663 186.037104 0.549849 0.128465
2.560000 105.225074 0.000000 508.458543 185.909575 0.549483 0.128468
2.570000 105.626489 0.000000 510.273132 185.782098 0.549118 0.128471
2.580000 106.027836 0.000000 512.086431 185.654671 0.548753 0.128474
2.590000 106.429114 0.000000 513.898440 185.527295 0.548388 0.128477
2.600000 106.830324 0.000000 515.709160 185.399970 0.548023 0.128480
2.610000 107.231466 0.000000 517.518591 185.272695 0.547658 0.128483
2.620000 107.632539 0.000000 519.326734 185.145471 0.547293 0.128485
2.630000 108.033545 0.000000 521.133589 185.018297 0.546928 0.128488
2.640000 108.434482 0.000000 522.939156 184.891174 0.546564 0.128491
2.650000 108.835351 0.000000 524.743437 184.764101 0.546199 0.128494
2.660000 109.236152 0.000000 526.546432 184.637078 0.545835 0.128497
2.670000 109.636886 0.000000 528.348140 184.510106 0.545471 0.128500
2.680000 110.037551 0.000000 530.148563 184.383184 0.545107 0.128503
2.690000 110.438149 0.000000 531.947701 184.256312 0.544743 0.128505
2.700000 110.838679 0.000000 533.745555 184.129490 0.544379 0.128508
2.710000 111.239142 0.000000 535.542125 184.002718 0.544016 0.128511
2.720000 111.639537 0.000000 537.337411 183.875996 0.543652 0.128514
2.730000 112.039865 0.000000 539.131414 183.749324 0.543289 0.128517
2.740000 112.440125 0.000000 540.924134 183.622702 0.542925 0.128520
2.750000 112.840318 0.000000 542.715573 183.496129 0.542562 0.128523
2.760000 113.240443 0.000000 544.505730 183.369606 0.542199 0.128525
2.770000 113.640502 0.000000 546.294605 183.243133 0.541836 0.128528
2.780000 114.040493 0.000000 548.082200 183.116710 0.541474 0.128531
2.790000 114.440417 0.000000 549.868514 182.990336 0.541111 0.128534
2.800000 114.840275 0.000000 551.653549 182.864011 0.540748 0.128537
2.810000 115.240065 0.000000 553.437305 182.737736 0.540386 0.128540
2.820000 115.639788 0.000000 555.219781 182.611511 0.540024 0.128542
2.830000 116.039445 0.000000 557.000979 182.485334 0.539662 0.128545
2.840000 116.439035 0.000000 558.780900 182.359207 0.539300 0.128548
2.850000 116.838558 0.000000 560.559542 182.233129 0.538938 0.128551
2.860000 117.238015 0.000000 562.336908 182.107100 0.538576 0.128554
2.870000 117.637405 0.000000 564.112998 181.981121 0.538214 0.128557
2.880000 118.036729 0.000000 565.887811 181.855190 0.537853 0.128560
2.890000 118.435987 0.000000 567.661348 181.729308 0.537491 0.128562
2.900000 118.835178 0.000000 569.433611 181.603475 0.537130 0.128565
2.910000 119.234303 0.000000 571.204598 181.477691 0.536769 0.128568
2.920000 119.633361 0.000000 572.974312 181.351956 0.536408 0.128571
2.930000 120.032354 0.000000 574.742752 181.226269 0.536047 0.128574
2.940000 120.431280 0.000000 576.509918 181.100631 0.535686 0.128577
2.950000 120.830141 0.000000 578.275812 180.975042 0.535325 0.128580
2.960000 121.228936 0.000000 580.040433 180.849501 0.534965 0.128583
2.970000 121.627664 0.000000 581.803782 180.724009 0.534604 0.128585
2.980000 122.026327 0.000000 583.565860 180.598565 0.534244 0.128588
2.990000 122.424925 0.000000 585.326666 180.473170 0.533884 0.128591
3.000000 122.823456 0.000000 587.086202 180.347823 0.533524 0.128594
3.010000 123.221922 0.000000 588.844468 180.222524 0.533164 0.128597
3.020000 123.620323 0.000000 590.601464 180.097274 0.532804 0.128600
3.030000 124.018658 0.000000 592.357191 179.972071 0.532444 0.128603
3.040000 124.416928 0.000000 594.111650 179.846917 0.532085 0.128606
3.050000 124.815132 0.000000 595.864840 179.721810 0.531725 0.128608
3.060000 125.213271 0.000000 597.616762 179.596752 0.531366 0.128611
3.070000 125.611345 0.000000 599.367416 179.471742 0.531007 0.128614
3.080000 126.009354 0.000000 601.116804 179.346779 0.530647 0.128617
3.090000 126.407298 0.000000 602.864925 179.221865 0.530288 0.128620
3.100000 126.805177 0.000000 604.611780 179.096998 0.529930 0.128623
3.110000 127.202990 0.000000 606.357369 178.972178 0.529571 0.128626
3.120000 127.600739 0.000000 608.101694 178.847407 0.529212 0.128629
3.130000 127.998424 0.000000 609.844753 178.722683 0.528854 0.128632
3.140000 128.396043 0.000000 611.586548 178.598006 0.528495 0.128635
3.150000 128.793598 0.000000 613.327080 178.473377 0.528137 0.128637
3.160000 129.191088 0.000000 615.066348 178.348796 0.527779 0.128640
3.170000 129.588514 0.000000 616.804353 178.224262 0.527421 0.128643
3.180000 129.985875 0.000000 618.541095 178.099775 0.527063 0.128646
3.190000 130.383172 0.000000 620.276575 177.975335 0.526705 0.128649
3.200000 130.780404 0.000000 622.010794 177.850943 0.526347 0.128652
3.210000 131.177572 0.000000 623.743752 177.726598 0.525990 0.128655
3.220000 131.574676 0.000000 625.475449 177.602299 0.525632 0.128658
3.230000 131.971716 0.000000 627.205885 177.478048 0.525275 0.128661
3.240000 132.368692 0.000000 628.935062 177.353844 0.524918 0.128664
3.250000 132.765604 0.000000 630.662979 177.229687 0.524561 0.128667
3.260000 133.162452 0.000000 632.389637 177.105577 0.524204 0.128670
3.270000 133.559236 0.000000 634.115037 176.981513 0.523847 0.128673
3.280000 133.955956 0.000000 635.839178 176.857496 0.523490 0.128676
3.290000 134.352612 0.000000 637.562062 176.733526 0.523133 0.128679
3.300000 134.749205 0.000000 639.283689 176.609603 0.522777 0.128682
3.310000 135.145734 0.000000 641.004059 176.485726 0.522421 0.128685
3.320000 135.542199 0.000000 642.723172 176.361896 0.522064 0.128688
3.330000 135.938601 0.000000 644.441030 176.238112 0.521708 0.128691
3.340000 136.334939 0.000000 646.157632 176.114375 0.521352 0.128694
3.350000 136.731215 0.000000 647.872979 175.990684 0.520996 0.128697
3.360000 137.127426 0.000000 649.587071 175.867039 0.520640 0.128700
3.370000 137.523575 0.000000 651.299909 175.743441 0.520285 0.128703
3.380000 137.919660 0.000000 653.011494 175.619889 0.519929 0.128706
3.390000 138.315683 0.000000 654.721825 175.496383 0.519574 0.128709
3.400000 138.711642 0.000000 656.430903 175.372923 0.519218 0.128712
3.410000 139.107538 0.000000 658.138728 175.249509 0.518863 0.128715
3.420000 139.503371 0.000000 659.845302 175.126142 0.518508 0.128718
3.430000 139.899142 0.000000 661.550624 175.002820 0.518153 0.128721
3.440000 140.294849 0.000000 663.254694 174.879544 0.517798 0.128724
3.450000 140.690494 0.000000 664.957514 174.756314 0.517443 0.128727
3.460000 141.086076 0.000000 666.659084 174.633130 0.517088 0.128730
3.470000 141.481596 0.000000 668.359404 174.509991 0.516734 0.128733
3.480000 141.877053 0.000000 670.058474 174.386899 0.516379 0.128736
3.490000 142.272448 0.000000 671.756295 174.263851 0.516025 0.128739
3.500000 142.667780 0.000000 673.452868 174.140850 0.515671 0.128742
3.510000 143.063050 0.000000 675.148192 174.017894 0.515317 0.128745
3.520000 143.458257 0.000000 676.842268 173.894983 0.514963 0.128748
3.530000 143.853402 0.000000 678.535098 173.772118 0.514609 0.128751
3.540000 144.248485 0.000000 680.226680 173.649298 0.514255 0.128755
3.550000 144.643506 0.000000 681.917015 173.526524 0.513902 0.128758
3.560000 145.038465 0.000000 683.606105 173.403795 0.513548 0.128761
3.570000 145.433362 0.000000 685.293949 173.281111 0.513195 0.128764
3.580000 145.828197 0.000000 686.980547 173.158472 0.512841 0.128767
3.590000 146.222970 0.000000 688.665901 173.035878 0.512488 0.128770
3.600000 146.617681 0.000000 690.350010 172.913330 0.512135 0.128773
3.610000 147.012331 0.000000 692.032876 172.790826 0.511782 0.128777
3.620000 147.406919 0.000000 693.714497 172.668367 0.511429 0.128780
3.630000 147.801445 0.000000 695.394876 172.545954 0.511077 0.128783
3.640000 148.195910 0.000000 697.074012 172.423585 0.510724 0.128786
3.650000 148.590313 0.000000 698.751905 172.301261 0.510371 0.128789
3.660000 148.984655 0.000000 700.428557 172.178981 0.510019 0.128792
3.670000 149.378935 0.000000 702.103967 172.056747 0.509667 0.128796
3.680000 149.773155 0.000000 703.778136 171.934557 0.509315 0.128799
3.690000 150.167312 0.000000 705.451064 171.812411 0.508962 0.128802
3.700000 150.561409 0.000000 707.122752 171.690310 0.508611 0.128805
3.710000 150.955445 0.000000 708.793200 171.568254 0.508259 0.128808
3.720000 151.349419 0.000000 710.462409 171.446242 0.507907 0.128812
3.730000 151.743333 0.000000 712.130378 171.324275 0.507555 0.128815
3.740000 152.137185 0.000000 713.797109 171.202351 0.507204 0.128818
3.750000 152.530977 0.000000 715.462602 171.080472 0.506852 0.128821
3.760000 152.924708 0.000000 717.126857 170.958638 0.506501 0.128825
3.770000 153.318378 0.000000 718.789875 170.836847 0.506150 0.128828
3.780000 153.711988 0.000000 720.451655 170.715101 0.505799 0.128831
3.790000 154.105536 0.000000 722.112199 170.593399 0.505448 0.128835
3.800000 154.499025 0.000000 723.771507 170.471741 0.505097 0.128838
3.810000 154.892452 0.000000 725.429579 170.350127 0.504746 0.128841
3.820000 155.285820 0.000000 727.086416 170.228556 0.504396 0.128845
3.830000 155.679126 0.000000 728.742018 170.107030 0.504045 0.128848
3.840000 156.072373 0.000000 730.396385 169.985547 0.503695 0.128851
3.850000 156.465559 0.000000 732.049518 169.864109 0.503344 0.128855
3.860000 156.858685 0.000000 733.701418 169.742714 0.502994 0.128858
3.870000 157.251751 0.000000 735.352084 169.621362 0.502644 0.128861
3.880000 157.644757 0.000000 737.001517 169.500055 0.502294 0.128865
3.890000 158.037703 0.000000 738.649717 169.378791 0.501944 0.128868
3.900000 158.430589 0.000000 740.296686 169.257570 0.501595 0.128871
3.910000 158.823415 0.000000 741.942423 169.136393 0.501245 0.128875
3.920000 159.216181 0.000000 743.586928 169.015260 0.500895 0.128878
3.930000 159.608887 0.000000 745.230203 168.894169 0.500546 0.128882
3.940000 160.001534 0.000000 746.872247 168.773123 0.500197 0.128885
3.950000 160.394121 0.000000 748.513061 168.652119 0.499847 0.128889
3.960000 160.786648 0.000000 750.152645 168.531159 0.499498 0.128892
3.970000 161.179116 0.000000 751.791000 168.410242 0.499149 0.128895
3.980000 161.571524 0.000000 753.428126 168.289368 0.498800 0.128899
