# time(s) x(m) y(m) z(m) V(m/s) Mach Cd
19.880000 739.706495 0.000000 1971.361811 35.074644 0.105443 0.130747
19.890000 740.054631 0.000000 1971.318646 35.085714 0.105476 0.130747
19.900000 740.402757 0.000000 1971.274502 35.097055 0.105511 0.130747
19.910000 740.750873 0.000000 1971.229379 35.108664 0.105545 0.130747
19.920000 741.098979 0.000000 1971.183276 35.120541 0.105581 0.130747
19.930000 741.447075 0.000000 1971.136194 35.132687 0.105617 0.130747
19.940000 741.795162 0.000000 1971.088133 35.145101 0.105655 0.130747
19.950000 742.143238 0.000000 1971.039093 35.157783 0.105693 0.130747
19.960000 742.491304 0.000000 1970.989073 35.170732 0.105732 0.130747
19.970000 742.839361 0.000000 1970.938074 35.183948 0.105771 0.130747
19.980000 743.187408 0.000000 1970.886096 35.197431 0.105812 0.130747
19.990000 743.535445 0.000000 1970.833138 35.211180 0.105853 0.130747
20.000000 743.883471 0.000000 1970.779202 35.225195 0.105895 0.130747
20.010000 744.231488 0.000000 1970.724286 35.239476 0.105938 0.130747
20.020000 744.579495 0.000000 1970.668391 35.254022 0.105982 0.130747
20.030000 744.927492 0.000000 1970.611517 35.268833 0.106026 0.130747
20.040000 745.275480 0.000000 1970.553665 35.283909 0.106071 0.130747
20.050000 745.623457 0.000000 1970.494833 35.299249 0.106117 0.130747
20.060000 745.971424 0.000000 1970.435022 35.314853 0.106164 0.130747
20.070000 746.319381 0.000000 1970.374232 35.330720 0.106212 0.130747
20.080000 746.667329 0.000000 1970.312464 35.346851 0.106260 0.130747
20.090000 747.015266 0.000000 1970.249716 35.363244 0.106309 0.130746
20.100000 747.363194 0.000000 1970.185990 35.379900 0.106359 0.130746
20.110000 747.711111 0.000000 1970.121284 35.396817 0.106410 0.130746
20.120000 748.059019 0.000000 1970.055600 35.413996 0.106462 0.130746
20.130000 748.406916 0.000000 1969.988938 35.431436 0.106514 0.130746
20.140000 748.754804 0.000000 1969.921296 35.449136 0.106567 0.130746
20.150000 749.102681 0.000000 1969.852676 35.467097 0.106621 0.130746
20.160000 749.450549 0.000000 1969.783077 35.485318 0.106676 0.130746
20.170000 749.798407 0.000000 1969.712499 35.503798 0.106731 0.130746
20.180000 750.146254 0.000000 1969.640943 35.522537 0.106788 0.130746
20.190000 750.494092 0.000000 1969.568408 35.541534 0.106845 0.130746
20.200000 750.841920 0.000000 1969.494895 35.560790 0.106902 0.130746
20.210000 751.189737 0.000000 1969.420403 35.580303 0.106961 0.130746
20.220000 751.537545 0.000000 1969.344933 35.600073 0.107020 0.130746
20.230000 751.885343 0.000000 1969.268484 35.620100 0.107080 0.130746
20.240000 752.233130 0.000000 1969.191057 35.640383 0.107141 0.130746
20.250000 752.580908 0.000000 1969.112651 35.660922 0.107203 0.130746
20.260000 752.928675 0.000000 1969.033267 35.681717 0.107265 0.130746
20.270000 753.276433 0.000000 1968.952904 35.702766 0.107329 0.130745
20.280000 753.624180 0.000000 1968.871563 35.724069 0.107392 0.130745
20.290000 753.971917 0.000000 1968.789244 35.745626 0.107457 0.130745
20.300000 754.319645 0.000000 1968.705947 35.767437 0.107523 0.130745
20.310000 754.667362 0.000000 1968.621671 35.789500 0.107589 0.130745
20.320000 755.015069 0.000000 1968.536418 35.811816 0.107656 0.130745
20.330000 755.362766 0.000000 1968.450186 35.834383 0.107724 0.130745
20.340000 755.710453 0.000000 1968.362975 35.857202 0.107792 0.130745
20.350000 756.058130 0.000000 1968.274787 35.880272 0.107861 0.130745
20.360000 756.405797 0.000000 1968.185621 35.903592 0.107931 0.130745
20.370000 756.753454 0.000000 1968.095476 35.927162 0.108002 0.130745
20.380000 757.101100 0.000000 1968.004354 35.950981 0.108073 0.130745
20.390000 757.448737 0.000000 1967.912253 35.975049 0.108146 0.130745
20.400000 757.796363 0.000000 1967.819175 35.999365 0.108219 0.130745
20.410000 758.143979 0.000000 1967.725119 36.023928 0.108292 0.130744
20.420000 758.491585 0.000000 1967.630084 36.048739 0.108367 0.130744
20.430000 758.839181 0.000000 1967.534072 36.073796 0.108442 0.130744
20.440000 759.186767 0.000000 1967.437082 36.099100 0.108518 0.130744
20.450000 759.534343 0.000000 1967.339114 36.124649 0.108595 0.130744
20.460000 759.881908 0.000000 1967.240169 36.150442 0.108672 0.130744
20.470000 760.229464 0.000000 1967.140245 36.176481 0.108750 0.130744
20.480000 760.577009 0.000000 1967.039344 36.202762 0.108829 0.130744
20.490000 760.924544 0.000000 1966.937466 36.229288 0.108909 0.130744
20.500000 761.272068 0.000000 1966.834609 36.256056 0.108989 0.130744
20.510000 761.619583 0.000000 1966.730775 36.283066 0.109070 0.130744
20.520000 761.967087 0.000000 1966.625963 36.310317 0.109152 0.130744
20.530000 762.314581 0.000000 1966.520174 36.337810 0.109234 0.130744
20.540000 762.662065 0.000000 1966.413407 36.365543 0.109318 0.130743
20.550000 763.009539 0.000000 1966.305663 36.393515 0.109402 0.130743
20.560000 763.357003 0.000000 1966.196941 36.421727 0.109486 0.130743
20.570000 763.704456 0.000000 1966.087242 36.450178 0.109572 0.130743
20.580000 764.051899 0.000000 1965.976566 36.478867 0.109658 0.130743
20.590000 764.399331 0.000000 1965.864912 36.507793 0.109745 0.130743
20.600000 764.746754 0.000000 1965.752280 36.536955 0.109832 0.130743
20.610000 765.094166 0.000000 1965.638672 36.566355 0.109920 0.130743
20.620000 765.441568 0.000000 1965.524086 36.595989 0.110009 0.130743
20.630000 765.788959 0.000000 1965.408522 36.625859 0.110099 0.130743
20.640000 766.136341 0.000000 1965.291982 36.655963 0.110189 0.130743
20.650000 766.483712 0.000000 1965.174464 36.686301 0.110280 0.130742
20.660000 766.831072 0.000000 1965.055970 36.716872 0.110372 0.130742
20.670000 767.178423 0.000000 1964.936498 36.747676 0.110464 0.130742
20.680000 767.525763 0.000000 1964.816049 36.778712 0.110558 0.130742
20.690000 767.873092 0.000000 1964.694623 36.809979 0.110651 0.130742
20.700000 768.220412 0.000000 1964.572219 36.841477 0.110746 0.130742
20.710000 768.567720 0.000000 1964.448839 36.873205 0.110841 0.130742
20.720000 768.915019 0.000000 1964.324482 36.905162 0.110937 0.130742
20.730000 769.262307 0.000000 1964.199148 36.937348 0.111034 0.130742
20.740000 769.609585 0.000000 1964.072837 36.969763 0.111131 0.130742
20.750000 769.956852 0.000000 1963.945550 37.002405 0.111229 0.130741
20.760000 770.304109 0.000000 1963.817285 37.035274 0.111328 0.130741
20.770000 770.651356 0.000000 1963.688044 37.068369 0.111427 0.130741
20.780000 770.998592 0.000000 1963.557825 37.101690 0.111527 0.130741
20.790000 771.345818 0.000000 1963.426630 37.135236 0.111627 0.130741
20.800000 771.693033 0.000000 1963.294459 37.169006 0.111729 0.130741
20.810000 772.040238 0.000000 1963.161311 37.203000 0.111831 0.130741
20.820000 772.387432 0.000000 1963.027186 37.237217 0.111933 0.130741
20.830000 772.734616 0.000000 1962.892084 37.271656 0.112037 0.130741
20.840000 773.081790 0.000000 1962.756006 37.306318 0.112141 0.130741
20.850000 773.428953 0.000000 1962.618951 37.341200 0.112246 0.130740
20.860000 773.776105 0.000000 1962.480920 37.376303 0.112351 0.130740
20.870000 774.123247 0.000000 1962.341912 37.411626 0.112457 0.130740
20.880000 774.470379 0.000000 1962.201928 37.447167 0.112564 0.130740
20.890000 774.817499 0.000000 1962.060968 37.482928 0.112671 0.130740
20.900000 775.164610 0.000000 1961.919031 37.518906 0.112779 0.130740
20.910000 775.511710 0.000000 1961.776118 37.555101 0.112887 0.130740
20.920000 775.858799 0.000000 1961.632228 37.591513 0.112997 0.130740
20.930000 776.205878 0.000000 1961.487363 37.628141 0.113107 0.130739
20.940000 776.552946 0.000000 1961.341521 37.664984 0.113217 0.130739
20.950000 776.900003 0.000000 1961.194702 37.702041 0.113328 0.130739
20.960000 777.247050 0.000000 1961.046908 37.739313 0.113440 0.130739
20.970000 777.594086 0.000000 1960.898137 37.776797 0.113553 0.130739
20.980000 777.941112 0.000000 1960.748391 37.814494 0.113666 0.130739
20.990000 778.288127 0.000000 1960.597668 37.852403 0.113779 0.130739
21.000000 778.635132 0.000000 1960.445970 37.890523 0.113894 0.130739
21.010000 778.982125 0.000000 1960.293295 37.928853 0.114009 0.130739
21.020000 779.329109 0.000000 1960.139644 37.967394 0.114124 0.130738
21.030000 779.676081 0.000000 1959.985018 38.006143 0.114241 0.130738
21.040000 780.023043 0.000000 1959.829415 38.045101 0.114358 0.130738
21.050000 780.369994 0.000000 1959.672837 38.084267 0.114475 0.130738
21.060000 780.716934 0.000000 1959.515283 38.123640 0.114593 0.130738
21.070000 781.063864 0.000000 1959.356753 38.163219 0.114712 0.130738
21.080000 781.410783 0.000000 1959.197247 38.203005 0.114831 0.130738
21.090000 781.757691 0.000000 1959.036766 38.242995 0.114951 0.130738
21.100000 782.104588 0.000000 1958.875309 38.283189 0.115072 0.130737
21.110000 782.451475 0.000000 1958.712876 38.323588 0.115193 0.130737
21.120000 782.798351 0.000000 1958.549468 38.364189 0.115315 0.130737
21.130000 783.145216 0.000000 1958.385084 38.404993 0.115437 0.130737
21.140000 783.492071 0.000000 1958.219724 38.445999 0.115560 0.130737
21.150000 783.838914 0.000000 1958.053389 38.487205 0.115684 0.130737
21.160000 784.185747 0.000000 1957.886079 38.528612 0.115808 0.130737
21.170000 784.532569 0.000000 1957.717793 38.570219 0.115933 0.130736
21.180000 784.879380 0.000000 1957.548532 38.612024 0.116059 0.130736
21.190000 785.226180 0.000000 1957.378296 38.654028 0.116185 0.130736
21.200000 785.572969 0.000000 1957.207084 38.696229 0.116311 0.130736
21.210000 785.919748 0.000000 1957.034896 38.738628 0.116438 0.130736
21.220000 786.266516 0.000000 1956.861734 38.781222 0.116566 0.130736
21.230000 786.613272 0.000000 1956.687596 38.824012 0.116695 0.130736
21.240000 786.960018 0.000000 1956.512484 38.866997 0.116824 0.130736
21.250000 787.306753 0.000000 1956.336396 38.910177 0.116953 0.130735
21.260000 787.653477 0.000000 1956.159333 38.953549 0.117083 0.130735
21.270000 788.000190 0.000000 1955.981295 38.997115 0.117214 0.130735
21.280000 788.346892 0.000000 1955.802282 39.040873 0.117345 0.130735
21.290000 788.693583 0.000000 1955.622294 39.084822 0.117477 0.130735
21.300000 789.040263 0.000000 1955.441331 39.128962 0.117609 0.130735
21.310000 789.386932 0.000000 1955.259393 39.173292 0.117742 0.130735
21.320000 789.733590 0.000000 1955.076480 39.217811 0.117876 0.130734
21.330000 790.080237 0.000000 1954.892592 39.262519 0.118010 0.130734
21.340000 790.426873 0.000000 1954.707730 39.307416 0.118145 0.130734
21.350000 790.773498 0.000000 1954.521892 39.352499 0.118280 0.130734
21.360000 791.120112 0.000000 1954.335081 39.397770 0.118416 0.130734
21.370000 791.466715 0.000000 1954.147294 39.443226 0.118552 0.130734
21.380000 791.813307 0.000000 1953.958533 39.488868 0.118689 0.130733
21.390000 792.159888 0.000000 1953.768797 39.534694 0.118827 0.130733
21.400000 792.506457 0.000000 1953.578086 39.580704 0.118965 0.130733
21.410000 792.853016 0.000000 1953.386401 39.626898 0.119103 0.130733
21.420000 793.199563 0.000000 1953.193742 39.673274 0.119242 0.130733
21.430000 793.546100 0.000000 1953.000108 39.719832 0.119382 0.130733
21.440000 793.892625 0.000000 1952.805500 39.766571 0.119522 0.130733
21.450000 794.239139 0.000000 1952.609917 39.813491 0.119663 0.130732
21.460000 794.585641 0.000000 1952.413360 39.860591 0.119804 0.130732
21.470000 794.932133 0.000000 1952.215829 39.907870 0.119946 0.130732
21.480000 795.278613 0.000000 1952.017323 39.955328 0.120088 0.130732
21.490000 795.625082 0.000000 1951.817843 40.002964 0.120231 0.130732
21.500000 795.971540 0.000000 1951.617389 40.050777 0.120375 0.130732
21.510000 796.317987 0.000000 1951.415961 40.098766 0.120519 0.130731
21.520000 796.664422 0.000000 1951.213559 40.146931 0.120663 0.130731
21.530000 797.010846 0.000000 1951.010182 40.195271 0.120808 0.130731
21.540000 797.357259 0.000000 1950.805832 40.243786 0.120954 0.130731
21.550000 797.703660 0.000000 1950.600508 40.292475 0.121100 0.130731
21.560000 798.050051 0.000000 1950.394209 40.341337 0.121246 0.130731
21.570000 798.396429 0.000000 1950.186937 40.390372 0.121393 0.130730
21.580000 798.742797 0.000000 1949.978691 40.439578 0.121541 0.130730
21.590000 799.089153 0.000000 1949.769471 40.488956 0.121689 0.130730
21.600000 799.435498 0.000000 1949.559278 40.538504 0.121838 0.130730
21.610000 799.781831 0.000000 1949.348110 40.588222 0.121987 0.130730
21.620000 800.128153 0.000000 1949.135969 40.638109 0.122136 0.130730
21.630000 800.474464 0.000000 1948.922855 40.688165 0.122287 0.130729
21.640000 800.820763 0.000000 1948.708766 40.738388 0.122437 0.130729
21.650000 801.167051 0.000000 1948.493704 40.788779 0.122588 0.130729
21.660000 801.513327 0.000000 1948.277669 40.839337 0.122740 0.130729
21.670000 801.859592 0.000000 1948.060660 40.890060 0.122892 0.130729
21.680000 802.205845 0.000000 1947.842678 40.940949 0.123045 0.130729
21.690000 802.552087 0.000000 1947.623722 40.992002 0.123198 0.130728
21.700000 802.898317 0.000000 1947.403793 41.043219 0.123351 0.130728
21.710000 803.244536 0.000000 1947.182890 41.094599 0.123506 0.130728
21.720000 803.590743 0.000000 1946.961014 41.146142 0.123660 0.130728
21.730000 803.936939 0.000000 1946.738165 41.197847 0.123815 0.130728
21.740000 804.283123 0.000000 1946.514343 41.249714 0.123971 0.130728
21.750000 804.629295 0.000000 1946.289548 41.301741 0.124127 0.130727
21.760000 804.975456 0.000000 1946.063779 41.353928 0.124283 0.130727
21.770000 805.321606 0.000000 1945.837038 41.406275 0.124440 0.130727
21.780000 805.667743 0.000000 1945.609323 41.458780 0.124598 0.130727
21.790000 806.013869 0.000000 1945.380635 41.511443 0.124756 0.130727
21.800000 806.359984 0.000000 1945.150975 41.564264 0.124914 0.130726
21.810000 806.706087 0.000000 1944.920341 41.617242 0.125073 0.130726
21.820000 807.052178 0.000000 1944.688735 41.670376 0.125232 0.130726
21.830000 807.398257 0.000000 1944.456156 41.723666 0.125392 0.130726
21.840000 807.744325 0.000000 1944.222604 41.777110 0.125552 0.130726
21.850000 808.090381 0.000000 1943.988079 41.830709 0.125713 0.130726
21.860000 808.436425 0.000000 1943.752582 41.884461 0.125874 0.130725
21.870000 808.782457 0.000000 1943.516112 41.938367 0.126036 0.130725
21.880000 809.128478 0.000000 1943.278669 41.992424 0.126198 0.130725
21.890000 809.474487 0.000000 1943.040254 42.046634 0.126361 0.130725
21.900000 809.820484 0.000000 1942.800866 42.100995 0.126524 0.130725
21.910000 810.166469 0.000000 1942.560506 42.155506 0.126687 0.130724
21.920000 810.512442 0.000000 1942.319174 42.210167 0.126851 0.130724
21.930000 810.858404 0.000000 1942.076869 42.264978 0.127015 0.130724
21.940000 811.204354 0.000000 1941.833591 42.319937 0.127180 0.130724
21.950000 811.550291 0.000000 1941.589342 42.375044 0.127345 0.130724
21.960000 811.896217 0.000000 1941.344120 42.430299 0.127511 0.130723
21.970000 812.242131 0.000000 1941.097926 42.485700 0.127677 0.130723
21.980000 812.588033 0.000000 1940.850760 42.541248 0.127844 0.130723
21.990000 812.933924 0.000000 1940.602621 42.596941 0.128011 0.130723
22.000000 813.279802 0.000000 1940.353511 42.652779 0.128178 0.130723
22.010000 813.625668 0.000000 1940.103428 42.708762 0.128346 0.130722
22.020000 813.971522 0.000000 1939.852374 42.764888 0.128514 0.130722
22.030000 814.317364 0.000000 1939.600348 42.821157 0.128683 0.130722
22.040000 814.663195 0.000000 1939.347349 42.877569 0.128852 0.130722
22.050000 815.009013 0.000000 1939.093379 42.934123 0.129022 0.130722
22.060000 815.354819 0.000000 1938.838437 42.990818 0.129192 0.130721
22.070000 815.700613 0.000000 1938.582524 43.047654 0.129362 0.130721
22.080000 816.046395 0.000000 1938.325638 43.104630 0.129533 0.130721
22.090000 816.392165 0.000000 1938.067781 43.161746 0.129704 0.130721
22.100000 816.737923 0.000000 1937.808953 43.219000 0.129876 0.130721
22.110000 817.083668 0.000000 1937.549153 43.276393 0.130048 0.130720
22.120000 817.429402 0.000000 1937.288381 43.333924 0.130220 0.130720
22.130000 817.775123 0.000000 1937.026638 43.391592 0.130393 0.130720
22.140000 818.120832 0.000000 1936.763923 43.449396 0.130567 0.130720
22.150000 818.466529 0.000000 1936.500237 43.507336 0.130740 0.130720
22.160000 818.812214 0.000000 1936.235580 43.565412 0.130914 0.130719
22.170000 819.157886 0.000000 1935.969951 43.623623 0.131089 0.130719
22.180000 819.503547 0.000000 1935.703351 43.681968 0.131264 0.130719
22.190000 819.849195 0.000000 1935.435780 43.740446 0.131439 0.130719
22.200000 820.194830 0.000000 1935.167238 43.799058 0.131615 0.130719
22.210000 820.540454 0.000000 1934.897725 43.857802 0.131791 0.130718
22.220000 820.886065 0.000000 1934.627241 43.916678 0.131967 0.130718
22.230000 821.231664 0.000000 1934.355785 43.975686 0.132144 0.130718
22.240000 821.577250 0.000000 1934.083359 44.034824 0.132322 0.130718
22.250000 821.922825 0.000000 1933.809962 44.094093 0.132499 0.130717
22.260000 822.268386 0.000000 1933.535594 44.153491 0.132677 0.130717
22.270000 822.613936 0.000000 1933.260255 44.213018 0.132856 0.130717
22.280000 822.959473 0.000000 1932.983945 44.272674 0.133035 0.130717
22.290000 823.304997 0.000000 1932.706665 44.332458 0.133214 0.130717
22.300000 823.650509 0.000000 1932.428414 44.392369 0.133393 0.130716
22.310000 823.996009 0.000000 1932.149192 44.452407 0.133573 0.130716
22.320000 824.341496 0.000000 1931.869000 44.512572 0.133754 0.130716
22.330000 824.686971 0.000000 1931.587837 44.572862 0.133934 0.130716
22.340000 825.032433 0.000000 1931.305704 44.633277 0.134116 0.130716
22.350000 825.377883 0.000000 1931.022601 44.693818 0.134297 0.130715
22.360000 825.723320 0.000000 1930.738527 44.754482 0.134479 0.130715
22.370000 826.068744 0.000000 1930.453482 44.815269 0.134661 0.130715
22.380000 826.414156 0.000000 1930.167468 44.876180 0.134844 0.130715
22.390000 826.759556 0.000000 1929.880483 44.937213 0.135027 0.130714
22.400000 827.104942 0.000000 1929.592528 44.998368 0.135210 0.130714
22.410000 827.450317 0.000000 1929.303603 45.059645 0.135394 0.130714
22.420000 827.795678 0.000000 1929.013708 45.121042 0.135578 0.130714
22.430000 828.141027 0.000000 1928.722843 45.182560 0.135762 0.130713
22.440000 828.486363 0.000000 1928.431007 45.244197 0.135947 0.130713
22.450000 828.831687 0.000000 1928.138202 45.305954 0.136132 0.130713
22.460000 829.176997 0.000000 1927.844428 45.367829 0.136317 0.130713
22.470000 829.522295 0.000000 1927.549683 45.429823 0.136503 0.130713
22.480000 829.867581 0.000000 1927.253968 45.491934 0.136689 0.130712
22.490000 830.212853 0.000000 1926.957284 45.554162 0.136876 0.130712
22.500000 830.558113 0.000000 1926.659630 45.616507 0.137062 0.130712
22.510000 830.903360 0.000000 1926.361007 45.678968 0.137250 0.130712
22.520000 831.248594 0.000000 1926.061414 45.741545 0.137437 0.130711
22.530000 831.593815 0.000000 1925.760851 45.804237 0.137625 0.130711
22.540000 831.939024 0.000000 1925.459319 45.867043 0.137813 0.130711
22.550000 832.284219 0.000000 1925.156817 45.929963 0.138002 0.130711
22.560000 832.629402 0.000000 1924.853347 45.992997 0.138191 0.130710
22.570000 832.974572 0.000000 1924.548907 46.056144 0.138380 0.130710
22.580000 833.319729 0.000000 1924.243497 46.119403 0.138570 0.130710
22.590000 833.664873 0.000000 1923.937119 46.182775 0.138759 0.130710
22.600000 834.010004 0.000000 1923.629771 46.246257 0.138950 0.130709
22.610000 834.355122 0.000000 1923.321454 46.309851 0.139140 0.130709
22.620000 834.700227 0.000000 1923.012168 46.373555 0.139331 0.130709
22.630000 835.045319 0.000000 1922.701913 46.437370 0.139522 0.130709
22.640000 835.390398 0.000000 1922.390690 46.501293 0.139714 0.130709
22.650000 835.735464 0.000000 1922.078497 46.565326 0.139906 0.130708
22.660000 836.080517 0.000000 1921.765336 46.629467 0.140098 0.130708
22.670000 836.425557 0.000000 1921.451205 46.693717 0.140291 0.130708
22.680000 836.770583 0.000000 1921.136106 46.758073 0.140483 0.130708
22.690000 837.115597 0.000000 1920.820039 46.822537 0.140677 0.130707
22.700000 837.460597 0.000000 1920.503002 46.887108 0.140870 0.130707
22.710000 837.805585 0.000000 1920.184998 46.951784 0.141064 0.130707
22.720000 838.150559 0.000000 1919.866024 47.016566 0.141258 0.130707
22.730000 838.495520 0.000000 1919.546083 47.081453 0.141452 0.130706
22.740000 838.840468 0.000000 1919.225172 47.146445 0.141647 0.130706
22.750000 839.185402 0.000000 1918.903294 47.211541 0.141842 0.130706
22.760000 839.530323 0.000000 1918.580447 47.276740 0.142037 0.130706
22.770000 839.875231 0.000000 1918.256632 47.342043 0.142233 0.130705
22.780000 840.220126 0.000000 1917.931849 47.407449 0.142429 0.130705
22.790000 840.565008 0.000000 1917.606097 47.472956 0.142625 0.130705
22.800000 840.909876 0.000000 1917.279378 47.538566 0.142822 0.130705
22.810000 841.254731 0.000000 1916.951691 47.604277 0.143019 0.130704
22.820000 841.599572 0.000000 1916.623035 47.670089 0.143216 0.130704
22.830000 841.944400 0.000000 1916.293412 47.736001 0.143413 0.130704
22.840000 842.289215 0.000000 1915.962821 47.802013 0.143611 0.130704
22.850000 842.634016 0.000000 1915.631262 47.868124 0.143809 0.130703
22.860000 842.978804 0.000000 1915.298735 47.934335 0.144007 0.130703
22.870000 843.323578 0.000000 1914.965241 48.000644 0.144206 0.130703
22.880000 843.668339 0.000000 1914.630779 48.067052 0.144405 0.130702
22.890000 844.013087 0.000000 1914.295349 48.133557 0.144604 0.130702
22.900000 844.357821 0.000000 1913.958952 48.200159 0.144804 0.130702
22.910000 844.702541 0.000000 1913.621588 48.266858 0.145004 0.130702
22.920000 845.047248 0.000000 1913.283256 48.333653 0.145204 0.130701
22.930000 845.391942 0.000000 1912.943956 48.400544 0.145404 0.130701
22.940000 845.736621 0.000000 1912.603690 48.467531 0.145605 0.130701
22.950000 846.081288 0.000000 1912.262456 48.534612 0.145806 0.130701
22.960000 846.425940 0.000000 1911.920255 48.601788 0.146007 0.130700
22.970000 846.770579 0.000000 1911.577087 48.669059 0.146208 0.130700
22.980000 847.115204 0.000000 1911.232952 48.736423 0.146410 0.130700
22.990000 847.459816 0.000000 1910.887850 48.803880 0.146612 0.130700
23.000000 847.804414 0.000000 1910.541781 48.871430 0.146815 0.130699
23.010000 848.148998 0.000000 1910.194745 48.939072 0.147017 0.130699
23.020000 848.493569 0.000000 1909.846742 49.006807 0.147220 0.130699
23.030000 848.838126 0.000000 1909.497773 49.074633 0.147423 0.130699
23.040000 849.182669 0.000000 1909.147837 49.142550 0.147627 0.130698
23.050000 849.527198 0.000000 1908.796934 49.210557 0.147830 0.130698
23.060000 849.871713 0.000000 1908.445064 49.278655 0.148034 0.130698
23.070000 850.216215 0.000000 1908.092228 49.346843 0.148238 0.130697
23.080000 850.560703 0.000000 1907.738426 49.415121 0.148443 0.130697
23.090000 850.905177 0.000000 1907.383657 49.483487 0.148648 0.130697
23.100000 851.249637 0.000000 1907.027922 49.551942 0.148853 0.130697
23.110000 851.594083 0.000000 1906.671220 49.620485 0.149058 0.130696
23.120000 851.938515 0.000000 1906.313552 49.689116 0.149264 0.130696
23.130000 852.282933 0.000000 1905.954918 49.757834 0.149469 0.130696
23.140000 852.627338 0.000000 1905.595318 49.826639 0.149675 0.130695
23.150000 852.971728 0.000000 1905.234752 49.895531 0.149882 0.130695
23.160000 853.316105 0.000000 1904.873220 49.964509 0.150088 0.130695
23.170000 853.660467 0.000000 1904.510722 50.033573 0.150295 0.130695
23.180000 854.004815 0.000000 1904.147258 50.102722 0.150502 0.130694
23.190000 854.349150 0.000000 1903.782828 50.171956 0.150709 0.130694
23.200000 854.693470 0.000000 1903.417433 50.241274 0.150917 0.130694
23.210000 855.037776 0.000000 1903.051072 50.310677 0.151125 0.130694
23.220000 855.382068 0.000000 1902.683745 50.380163 0.151333 0.130693
23.230000 855.726346 0.000000 1902.315452 50.449733 0.151541 0.130693
23.240000 856.070610 0.000000 1901.946195 50.519386 0.151750 0.130693
23.250000 856.414860 0.000000 1901.575971 50.589121 0.151959 0.130692
23.260000 856.759095 0.000000 1901.204782 50.658939 0.152168 0.130692
23.270000 857.103316 0.000000 1900.832628 50.728838 0.152377 0.130692
23.280000 857.447523 0.000000 1900.459509 50.798819 0.152586 0.130692
23.290000 857.791716 0.000000 1900.085424 50.868881 0.152796 0.130691
23.300000 858.135895 0.000000 1899.710375 50.939023 0.153006 0.130691
23.310000 858.480059 0.000000 1899.334360 51.009246 0.153217 0.130691
23.320000 858.824209 0.000000 1898.957380 51.079549 0.153427 0.130690
23.330000 859.168344 0.000000 1898.579435 51.149931 0.153638 0.130690
23.340000 859.512466 0.000000 1898.200526 51.220392 0.153849 0.130690
23.350000 859.856572 0.000000 1897.820651 51.290932 0.154060 0.130690
23.360000 860.200665 0.000000 1897.439812 51.361551 0.154271 0.130689
23.370000 860.544743 0.000000 1897.058008 51.432248 0.154483 0.130689
23.380000 860.888807 0.000000 1896.675239 51.503022 0.154695 0.130689
23.390000 861.232856 0.000000 1896.291506 51.573874 0.154907 0.130688
23.400000 861.576891 0.000000 1895.906808 51.644802 0.155119 0.130688
23.410000 861.920911 0.000000 1895.521146 51.715807 0.155332 0.130688
23.420000 862.264917 0.000000 1895.134520 51.786889 0.155545 0.130687
23.430000 862.608908 0.000000 1894.746929 51.858046 0.155758 0.130687
23.440000 862.952885 0.000000 1894.358374 51.929279 0.155971 0.130687
23.450000 863.296847 0.000000 1893.968854 52.000587 0.156184 0.130687
23.460000 863.640795 0.000000 1893.578371 52.071969 0.156398 0.130686
23.470000 863.984728 0.000000 1893.186923 52.143426 0.156612 0.130686
23.480000 864.328646 0.000000 1892.794512 52.214957 0.156826 0.130686
23.490000 864.672550 0.000000 1892.401136 52.286562 0.157040 0.130685
23.500000 865.016439 0.000000 1892.006797 52.358241 0.157255 0.130685
23.510000 865.360314 0.000000 1891.611494 52.429992 0.157470 0.130685
23.520000 865.704173 0.000000 1891.215227 52.501816 0.157685 0.130684
23.530000 866.048018 0.000000 1890.817996 52.573712 0.157900 0.130684
23.540000 866.391849 0.000000 1890.419802 52.645680 0.158115 0.130684
23.550000 866.735664 0.000000 1890.020644 52.717720 0.158331 0.130684
23.560000 867.079465 0.000000 1889.620523 52.789832 0.158547 0.130683
23.570000 867.423251 0.000000 1889.219438 52.862014 0.158763 0.130683
23.580000 867.767022 0.000000 1888.817390 52.934267 0.158979 0.130683
23.590000 868.110778 0.000000 1888.414379 53.006590 0.159195 0.130682
23.600000 868.454520 0.000000 1888.010404 53.078983 0.159412 0.130682
23.610000 868.798246 0.000000 1887.605466 53.151446 0.159629 0.130682
23.620000 869.141958 0.000000 1887.199566 53.223978 0.159846 0.130681
23.630000 869.485655 0.000000 1886.792702 53.296579 0.160063 0.130681
23.640000 869.829337 0.000000 1886.384875 53.369248 0.160281 0.130681
23.650000 870.173003 0.000000 1885.976085 53.441986 0.160498 0.130680
23.660000 870.516655 0.000000 1885.566333 53.514792 0.160716 0.130680
23.670000 870.860292 0.000000 1885.155617 53.587665 0.160934 0.130680
23.680000 871.203914 0.000000 1884.743940 53.660606 0.161153 0.130680
23.690000 871.547521 0.000000 1884.331299 53.733614 0.161371 0.130679
23.700000 871.891112 0.000000 1883.917696 53.806689 0.161590 0.130679
23.710000 872.234689 0.000000 1883.503130 53.879830 0.161809 0.130679
23.720000 872.578251 0.000000 1883.087602 53.953037 0.162028 0.130678
23.730000 872.921797 0.000000 1882.671112 54.026309 0.162247 0.130678
23.740000 873.265328 0.000000 1882.253659 54.099648 0.162466 0.130678
23.750000 873.608844 0.000000 1881.835244 54.173051 0.162686 0.130677
